"wbregion","year","intervention","regimen","x50q30"
"Sub-Saharan Africa",2019,"Scenario 3","Aspirin",0.672583956092305
"Sub-Saharan Africa",2019,"Scenario 3","No aspirin",0.672583956092305
"Sub-Saharan Africa",2019,"Scenario 4","Aspirin",0.672583956092305
"Sub-Saharan Africa",2019,"Scenario 4","No aspirin",0.672583956092305
"Sub-Saharan Africa",2020,"Current care","Aspirin",0.6688785312248
"Sub-Saharan Africa",2020,"Current care","No aspirin",0.6688785312248
"Sub-Saharan Africa",2020,"Scenario 1","Aspirin",0.6688785312248
"Sub-Saharan Africa",2020,"Scenario 1","No aspirin",0.6688785312248
"Sub-Saharan Africa",2020,"Scenario 2","Aspirin",0.6688785312248
"Sub-Saharan Africa",2020,"Scenario 2","No aspirin",0.6688785312248
"Sub-Saharan Africa",2020,"Scenario 3","Aspirin",0.6688785312248
"Sub-Saharan Africa",2020,"Scenario 3","No aspirin",0.6688785312248
"Sub-Saharan Africa",2020,"Scenario 4","Aspirin",0.6688785312248
"Sub-Saharan Africa",2020,"Scenario 4","No aspirin",0.6688785312248
"Sub-Saharan Africa",2021,"Current care","Aspirin",0.669706056924226
"Sub-Saharan Africa",2021,"Current care","No aspirin",0.669706056924226
"Sub-Saharan Africa",2021,"Scenario 1","Aspirin",0.669706056924226
"Sub-Saharan Africa",2021,"Scenario 1","No aspirin",0.669706056924226
"Sub-Saharan Africa",2021,"Scenario 2","Aspirin",0.669706056924226
"Sub-Saharan Africa",2021,"Scenario 2","No aspirin",0.669706056924226
"Sub-Saharan Africa",2021,"Scenario 3","Aspirin",0.669706056924226
"Sub-Saharan Africa",2021,"Scenario 3","No aspirin",0.669706056924226
"Sub-Saharan Africa",2021,"Scenario 4","Aspirin",0.669706056924226
"Sub-Saharan Africa",2021,"Scenario 4","No aspirin",0.669706056924226
"Sub-Saharan Africa",2022,"Current care","Aspirin",0.651862767733286
"Sub-Saharan Africa",2022,"Current care","No aspirin",0.651862767733286
"Sub-Saharan Africa",2022,"Scenario 1","Aspirin",0.651862767733286
"Sub-Saharan Africa",2022,"Scenario 1","No aspirin",0.651862767733286
"Sub-Saharan Africa",2022,"Scenario 2","Aspirin",0.651862767733286
"Sub-Saharan Africa",2022,"Scenario 2","No aspirin",0.651862767733286
"Sub-Saharan Africa",2022,"Scenario 3","Aspirin",0.651862767733286
"Sub-Saharan Africa",2022,"Scenario 3","No aspirin",0.651862767733286
"Sub-Saharan Africa",2022,"Scenario 4","Aspirin",0.651862767733286
"Sub-Saharan Africa",2022,"Scenario 4","No aspirin",0.651862767733286
"Sub-Saharan Africa",2023,"Current care","Aspirin",0.64476854953522
"Sub-Saharan Africa",2023,"Current care","No aspirin",0.64476854953522
"Sub-Saharan Africa",2023,"Scenario 1","Aspirin",0.644455870973363
"Sub-Saharan Africa",2023,"Scenario 1","No aspirin",0.644515202481202
"Sub-Saharan Africa",2023,"Scenario 2","Aspirin",0.644455870973363
"Sub-Saharan Africa",2023,"Scenario 2","No aspirin",0.644515202481202
"Sub-Saharan Africa",2023,"Scenario 3","Aspirin",0.644308999932797
"Sub-Saharan Africa",2023,"Scenario 3","No aspirin",0.644388137628516
"Sub-Saharan Africa",2023,"Scenario 4","Aspirin",0.644162071125755
"Sub-Saharan Africa",2023,"Scenario 4","No aspirin",0.644261029532271
"Sub-Saharan Africa",2024,"Current care","Aspirin",0.637776509172539
"Sub-Saharan Africa",2024,"Current care","No aspirin",0.637776509172539
"Sub-Saharan Africa",2024,"Scenario 1","Aspirin",0.637077553128769
"Sub-Saharan Africa",2024,"Scenario 1","No aspirin",0.63721115717564
"Sub-Saharan Africa",2024,"Scenario 2","Aspirin",0.637077553128769
"Sub-Saharan Africa",2024,"Scenario 2","No aspirin",0.63721115717564
"Sub-Saharan Africa",2024,"Scenario 3","Aspirin",0.636749780487289
"Sub-Saharan Africa",2024,"Scenario 3","No aspirin",0.636927985835906
"Sub-Saharan Africa",2024,"Scenario 4","Aspirin",0.636421832048876
"Sub-Saharan Africa",2024,"Scenario 4","No aspirin",0.63664467195675
"Sub-Saharan Africa",2025,"Current care","Aspirin",0.631009502151483
"Sub-Saharan Africa",2025,"Current care","No aspirin",0.631009502151483
"Sub-Saharan Africa",2025,"Scenario 1","Aspirin",0.629872023937752
"Sub-Saharan Africa",2025,"Scenario 1","No aspirin",0.630092094233833
"Sub-Saharan Africa",2025,"Scenario 2","Aspirin",0.629872023937752
"Sub-Saharan Africa",2025,"Scenario 2","No aspirin",0.630092094233833
"Sub-Saharan Africa",2025,"Scenario 3","Aspirin",0.629338673130832
"Sub-Saharan Africa",2025,"Scenario 3","No aspirin",0.629632139879524
"Sub-Saharan Africa",2025,"Scenario 4","Aspirin",0.628805060504581
"Sub-Saharan Africa",2025,"Scenario 4","No aspirin",0.629171942673292
"Sub-Saharan Africa",2026,"Current care","Aspirin",0.623717130685366
"Sub-Saharan Africa",2026,"Current care","No aspirin",0.623717130685366
"Sub-Saharan Africa",2026,"Scenario 1","Aspirin",0.622099021629556
"Sub-Saharan Africa",2026,"Scenario 1","No aspirin",0.622415808345568
"Sub-Saharan Africa",2026,"Scenario 2","Aspirin",0.622099021629556
"Sub-Saharan Africa",2026,"Scenario 2","No aspirin",0.622415808345568
"Sub-Saharan Africa",2026,"Scenario 3","Aspirin",0.621340655847616
"Sub-Saharan Africa",2026,"Scenario 3","No aspirin",0.621762916957772
"Sub-Saharan Africa",2026,"Scenario 4","Aspirin",0.620582070551606
"Sub-Saharan Africa",2026,"Scenario 4","No aspirin",0.621109741457568
"Sub-Saharan Africa",2027,"Current care","Aspirin",0.616749744362496
"Sub-Saharan Africa",2027,"Current care","No aspirin",0.616749744362496
"Sub-Saharan Africa",2027,"Scenario 1","Aspirin",0.614611300089619
"Sub-Saharan Africa",2027,"Scenario 1","No aspirin",0.615034547609382
"Sub-Saharan Africa",2027,"Scenario 2","Aspirin",0.614611300089619
"Sub-Saharan Africa",2027,"Scenario 2","No aspirin",0.615034547609382
"Sub-Saharan Africa",2027,"Scenario 3","Aspirin",0.613609673534818
"Sub-Saharan Africa",2027,"Scenario 3","No aspirin",0.614173528585465
"Sub-Saharan Africa",2027,"Scenario 4","Aspirin",0.612608081397753
"Sub-Saharan Africa",2027,"Scenario 4","No aspirin",0.613312294485823
"Sub-Saharan Africa",2028,"Current care","Aspirin",0.610013718811285
"Sub-Saharan Africa",2028,"Current care","No aspirin",0.610013718811285
"Sub-Saharan Africa",2028,"Scenario 1","Aspirin",0.607319647028241
"Sub-Saharan Africa",2028,"Scenario 1","No aspirin",0.607858594918941
"Sub-Saharan Africa",2028,"Scenario 2","Aspirin",0.607318364041358
"Sub-Saharan Africa",2028,"Scenario 2","No aspirin",0.607857211114691
"Sub-Saharan Africa",2028,"Scenario 3","Aspirin",0.606056571347064
"Sub-Saharan Africa",2028,"Scenario 3","No aspirin",0.606773958405029
"Sub-Saharan Africa",2028,"Scenario 4","Aspirin",0.604795357986777
"Sub-Saharan Africa",2028,"Scenario 4","No aspirin",0.605690718676953
"Sub-Saharan Africa",2029,"Current care","Aspirin",0.603531834893305
"Sub-Saharan Africa",2029,"Current care","No aspirin",0.603531834893305
"Sub-Saharan Africa",2029,"Scenario 1","Aspirin",0.600248946033064
"Sub-Saharan Africa",2029,"Scenario 1","No aspirin",0.600911853990225
"Sub-Saharan Africa",2029,"Scenario 2","Aspirin",0.600245109276922
"Sub-Saharan Africa",2029,"Scenario 2","No aspirin",0.600908003984298
"Sub-Saharan Africa",2029,"Scenario 3","Aspirin",0.598707625982501
"Sub-Saharan Africa",2029,"Scenario 3","No aspirin",0.59958951379341
"Sub-Saharan Africa",2029,"Scenario 4","Aspirin",0.597171631593599
"Sub-Saharan Africa",2029,"Scenario 4","No aspirin",0.598271468387963
"Sub-Saharan Africa",2030,"Current care","Aspirin",0.597215568736269
"Sub-Saharan Africa",2030,"Current care","No aspirin",0.597215568736269
"Sub-Saharan Africa",2030,"Scenario 1","Aspirin",0.593317359746473
"Sub-Saharan Africa",2030,"Scenario 1","No aspirin",0.594112736392217
"Sub-Saharan Africa",2030,"Scenario 2","Aspirin",0.593304343783552
"Sub-Saharan Africa",2030,"Scenario 2","No aspirin",0.594098953574691
"Sub-Saharan Africa",2030,"Scenario 3","Aspirin",0.591477180231452
"Sub-Saharan Africa",2030,"Scenario 3","No aspirin",0.592533452909724
"Sub-Saharan Africa",2030,"Scenario 4","Aspirin",0.589652849954367
"Sub-Saharan Africa",2030,"Scenario 4","No aspirin",0.590969075057886
"Sub-Saharan Africa",2031,"Current care","Aspirin",0.590782527276763
"Sub-Saharan Africa",2031,"Current care","No aspirin",0.590782527276763
"Sub-Saharan Africa",2031,"Scenario 1","Aspirin",0.586264379039537
"Sub-Saharan Africa",2031,"Scenario 1","No aspirin",0.587199523619031
"Sub-Saharan Africa",2031,"Scenario 2","Aspirin",0.58622163229922
"Sub-Saharan Africa",2031,"Scenario 2","No aspirin",0.587154673874239
"Sub-Saharan Africa",2031,"Scenario 3","Aspirin",0.584092949691793
"Sub-Saharan Africa",2031,"Scenario 3","No aspirin",0.585332172578856
"Sub-Saharan Africa",2031,"Scenario 4","Aspirin",0.581968966167
"Sub-Saharan Africa",2031,"Scenario 4","No aspirin",0.583511772701648
"Sub-Saharan Africa",2032,"Current care","Aspirin",0.584503118278345
"Sub-Saharan Africa",2032,"Current care","No aspirin",0.584503118278345
"Sub-Saharan Africa",2032,"Scenario 1","Aspirin",0.579457871712106
"Sub-Saharan Africa",2032,"Scenario 1","No aspirin",0.580523608772651
"Sub-Saharan Africa",2032,"Scenario 2","Aspirin",0.579264198785135
"Sub-Saharan Africa",2032,"Scenario 2","No aspirin",0.580342311102425
"Sub-Saharan Africa",2032,"Scenario 3","Aspirin",0.576821859045733
"Sub-Saharan Africa",2032,"Scenario 3","No aspirin",0.578252461162393
"Sub-Saharan Africa",2032,"Scenario 4","Aspirin",0.574386659027014
"Sub-Saharan Africa",2032,"Scenario 4","No aspirin",0.576166021084709
"Sub-Saharan Africa",2033,"Current care","Aspirin",0.578367530467154
"Sub-Saharan Africa",2033,"Current care","No aspirin",0.578367530467154
"Sub-Saharan Africa",2033,"Scenario 1","Aspirin",0.572866929712035
"Sub-Saharan Africa",2033,"Scenario 1","No aspirin",0.574057390812497
"Sub-Saharan Africa",2033,"Scenario 2","Aspirin",0.572423251913997
"Sub-Saharan Africa",2033,"Scenario 2","No aspirin",0.573652636523833
"Sub-Saharan Africa",2033,"Scenario 3","Aspirin",0.569655875492087
"Sub-Saharan Africa",2033,"Scenario 3","No aspirin",0.571285666249908
"Sub-Saharan Africa",2033,"Scenario 4","Aspirin",0.566898716848488
"Sub-Saharan Africa",2033,"Scenario 4","No aspirin",0.568923779799124
"Sub-Saharan Africa",2034,"Current care","Aspirin",0.572357420061234
"Sub-Saharan Africa",2034,"Current care","No aspirin",0.572357420061234
"Sub-Saharan Africa",2034,"Scenario 1","Aspirin",0.566399015892688
"Sub-Saharan Africa",2034,"Scenario 1","No aspirin",0.567717345144203
"Sub-Saharan Africa",2034,"Scenario 2","Aspirin",0.565681985111439
"Sub-Saharan Africa",2034,"Scenario 2","No aspirin",0.567068375010141
"Sub-Saharan Africa",2034,"Scenario 3","Aspirin",0.562579068833442
"Sub-Saharan Africa",2034,"Scenario 3","No aspirin",0.56441519675766
"Sub-Saharan Africa",2034,"Scenario 4","Aspirin",0.559490149511702
"Sub-Saharan Africa",2034,"Scenario 4","No aspirin",0.561769177822395
"Sub-Saharan Africa",2035,"Current care","Aspirin",0.566449632164129
"Sub-Saharan Africa",2035,"Current care","No aspirin",0.566449632164129
"Sub-Saharan Africa",2035,"Scenario 1","Aspirin",0.560037217110841
"Sub-Saharan Africa",2035,"Scenario 1","No aspirin",0.561487946205283
"Sub-Saharan Africa",2035,"Scenario 2","Aspirin",0.55901882786154
"Sub-Saharan Africa",2035,"Scenario 2","No aspirin",0.560567478976782
"Sub-Saharan Africa",2035,"Scenario 3","Aspirin",0.555570758754801
"Sub-Saharan Africa",2035,"Scenario 3","No aspirin",0.557619701369456
"Sub-Saharan Africa",2035,"Scenario 4","Aspirin",0.552141229788819
"Sub-Saharan Africa",2035,"Scenario 4","No aspirin",0.554681595156582
"Sub-Saharan Africa",2036,"Current care","Aspirin",0.560649244119108
"Sub-Saharan Africa",2036,"Current care","No aspirin",0.560649244119108
"Sub-Saharan Africa",2036,"Scenario 1","Aspirin",0.553841173514863
"Sub-Saharan Africa",2036,"Scenario 1","No aspirin",0.555420189492482
"Sub-Saharan Africa",2036,"Scenario 2","Aspirin",0.552441087712386
"Sub-Saharan Africa",2036,"Scenario 2","No aspirin",0.55415706651684
"Sub-Saharan Africa",2036,"Scenario 3","Aspirin",0.548637527564441
"Sub-Saharan Africa",2036,"Scenario 3","No aspirin",0.550905339866848
"Sub-Saharan Africa",2036,"Scenario 4","Aspirin",0.544859138809006
"Sub-Saharan Africa",2036,"Scenario 4","No aspirin",0.54766761795383
"Sub-Saharan Africa",2037,"Current care","Aspirin",0.554943456764869
"Sub-Saharan Africa",2037,"Current care","No aspirin",0.554943456764869
"Sub-Saharan Africa",2037,"Scenario 1","Aspirin",0.547774148967566
"Sub-Saharan Africa",2037,"Scenario 1","No aspirin",0.549479875568327
"Sub-Saharan Africa",2037,"Scenario 2","Aspirin",0.545937858228349
"Sub-Saharan Africa",2037,"Scenario 2","No aspirin",0.547825530489521
"Sub-Saharan Africa",2037,"Scenario 3","Aspirin",0.541769195038433
"Sub-Saharan Africa",2037,"Scenario 3","No aspirin",0.544261323248304
"Sub-Saharan Africa",2037,"Scenario 4","Aspirin",0.537634553098119
"Sub-Saharan Africa",2037,"Scenario 4","No aspirin",0.54071710504165
"Sub-Saharan Africa",2038,"Current care","Aspirin",0.549313786944521
"Sub-Saharan Africa",2038,"Current care","No aspirin",0.549313786944521
"Sub-Saharan Africa",2038,"Scenario 1","Aspirin",0.541844113766876
"Sub-Saharan Africa",2038,"Scenario 1","No aspirin",0.543671024699854
"Sub-Saharan Africa",2038,"Scenario 2","Aspirin",0.539492292441549
"Sub-Saharan Africa",2038,"Scenario 2","No aspirin",0.541555762115522
"Sub-Saharan Africa",2038,"Scenario 3","Aspirin",0.534949335350054
"Sub-Saharan Africa",2038,"Scenario 3","No aspirin",0.537670656591659
"Sub-Saharan Africa",2038,"Scenario 4","Aspirin",0.530451823671179
"Sub-Saharan Africa",2038,"Scenario 4","No aspirin",0.53381364314795
"Sub-Saharan Africa",2039,"Current care","Aspirin",0.543765411809103
"Sub-Saharan Africa",2039,"Current care","No aspirin",0.543765411809103
"Sub-Saharan Africa",2039,"Scenario 1","Aspirin",0.536150923976053
"Sub-Saharan Africa",2039,"Scenario 1","No aspirin",0.538082069892424
"Sub-Saharan Africa",2039,"Scenario 2","Aspirin",0.533113001833923
"Sub-Saharan Africa",2039,"Scenario 2","No aspirin",0.535356114294254
"Sub-Saharan Africa",2039,"Scenario 3","Aspirin",0.528185000817643
"Sub-Saharan Africa",2039,"Scenario 3","No aspirin",0.531139877283539
"Sub-Saharan Africa",2039,"Scenario 4","Aspirin",0.523318707870007
"Sub-Saharan Africa",2039,"Scenario 4","No aspirin",0.526964294882063
"Sub-Saharan Africa",2040,"Current care","Aspirin",0.538291200878182
"Sub-Saharan Africa",2040,"Current care","No aspirin",0.538291200878182
"Sub-Saharan Africa",2040,"Scenario 1","Aspirin",0.530572252081865
"Sub-Saharan Africa",2040,"Scenario 1","No aspirin",0.532601589095062
"Sub-Saharan Africa",2040,"Scenario 2","Aspirin",0.526795162301501
"Sub-Saharan Africa",2040,"Scenario 2","No aspirin",0.529220822863636
"Sub-Saharan Africa",2040,"Scenario 3","Aspirin",0.521471421823901
"Sub-Saharan Africa",2040,"Scenario 3","No aspirin",0.524663625286759
"Sub-Saharan Africa",2040,"Scenario 4","Aspirin",0.516231255836815
"Sub-Saharan Africa",2040,"Scenario 4","No aspirin",0.52016432445176
"Sub-Saharan Africa",2041,"Current care","Aspirin",0.532898470207628
"Sub-Saharan Africa",2041,"Current care","No aspirin",0.532898470207628
"Sub-Saharan Africa",2041,"Scenario 1","Aspirin",0.525101451938067
"Sub-Saharan Africa",2041,"Scenario 1","No aspirin",0.527225311104235
"Sub-Saharan Africa",2041,"Scenario 2","Aspirin",0.52054765178873
"Sub-Saharan Africa",2041,"Scenario 2","No aspirin",0.523159252125205
"Sub-Saharan Africa",2041,"Scenario 3","Aspirin",0.514815874076743
"Sub-Saharan Africa",2041,"Scenario 3","No aspirin",0.518249006411387
"Sub-Saharan Africa",2041,"Scenario 4","Aspirin",0.509196927077241
"Sub-Saharan Africa",2041,"Scenario 4","No aspirin",0.513420910732932
"Sub-Saharan Africa",2042,"Current care","Aspirin",0.52760006773758
"Sub-Saharan Africa",2042,"Current care","No aspirin",0.52760006773758
"Sub-Saharan Africa",2042,"Scenario 1","Aspirin",0.519751207448292
"Sub-Saharan Africa",2042,"Scenario 1","No aspirin",0.521963986748186
"Sub-Saharan Africa",2042,"Scenario 2","Aspirin",0.514395561754976
"Sub-Saharan Africa",2042,"Scenario 2","No aspirin",0.517197511353132
"Sub-Saharan Africa",2042,"Scenario 3","Aspirin",0.508233500702056
"Sub-Saharan Africa",2042,"Scenario 3","No aspirin",0.51191061321252
"Sub-Saharan Africa",2042,"Scenario 4","Aspirin",0.502231662206958
"Sub-Saharan Africa",2042,"Scenario 4","No aspirin",0.506749250109902
"Sub-Saharan Africa",2043,"Current care","Aspirin",0.522384764207707
"Sub-Saharan Africa",2043,"Current care","No aspirin",0.522384764207707
"Sub-Saharan Africa",2043,"Scenario 1","Aspirin",0.514508765262689
"Sub-Saharan Africa",2043,"Scenario 1","No aspirin",0.516804810549822
"Sub-Saharan Africa",2043,"Scenario 2","Aspirin",0.508341312625085
"Sub-Saharan Africa",2043,"Scenario 2","No aspirin",0.511333885916218
"Sub-Saharan Africa",2043,"Scenario 3","Aspirin",0.501715329050504
"Sub-Saharan Africa",2043,"Scenario 3","No aspirin",0.505638966370676
"Sub-Saharan Africa",2043,"Scenario 4","Aspirin",0.495327195141023
"Sub-Saharan Africa",2043,"Scenario 4","No aspirin",0.50014038881393
"Sub-Saharan Africa",2044,"Current care","Aspirin",0.517236685330468
"Sub-Saharan Africa",2044,"Current care","No aspirin",0.517236685330468
"Sub-Saharan Africa",2044,"Scenario 1","Aspirin",0.509360310413279
"Sub-Saharan Africa",2044,"Scenario 1","No aspirin",0.511734860745354
"Sub-Saharan Africa",2044,"Scenario 2","Aspirin",0.502375965031043
"Sub-Saharan Africa",2044,"Scenario 2","No aspirin",0.505558416059186
"Sub-Saharan Africa",2044,"Scenario 3","Aspirin",0.495247780645652
"Sub-Saharan Africa",2044,"Scenario 3","No aspirin",0.499419907863224
"Sub-Saharan Africa",2044,"Scenario 4","Aspirin",0.488470762208805
"Sub-Saharan Africa",2044,"Scenario 4","No aspirin",0.493580788642175
"Sub-Saharan Africa",2045,"Current care","Aspirin",0.512144707885931
"Sub-Saharan Africa",2045,"Current care","No aspirin",0.512144707885931
"Sub-Saharan Africa",2045,"Scenario 1","Aspirin",0.504308546918299
"Sub-Saharan Africa",2045,"Scenario 1","No aspirin",0.506755711524476
"Sub-Saharan Africa",2045,"Scenario 2","Aspirin",0.496492151351346
"Sub-Saharan Africa",2045,"Scenario 2","No aspirin",0.499865136858947
"Sub-Saharan Africa",2045,"Scenario 3","Aspirin",0.488820369164928
"Sub-Saharan Africa",2045,"Scenario 3","No aspirin",0.49324258653956
"Sub-Saharan Africa",2045,"Scenario 4","Aspirin",0.481652330509798
"Sub-Saharan Africa",2045,"Scenario 4","No aspirin",0.487059922558198
"Sub-Saharan Africa",2046,"Current care","Aspirin",0.507121488791558
"Sub-Saharan Africa",2046,"Current care","No aspirin",0.507121488791558
"Sub-Saharan Africa",2046,"Scenario 1","Aspirin",0.499365666380081
"Sub-Saharan Africa",2046,"Scenario 1","No aspirin",0.501879478716976
"Sub-Saharan Africa",2046,"Scenario 2","Aspirin",0.490707837432665
"Sub-Saharan Africa",2046,"Scenario 2","No aspirin",0.494267363824113
"Sub-Saharan Africa",2046,"Scenario 3","Aspirin",0.482446522035106
"Sub-Saharan Africa",2046,"Scenario 3","No aspirin",0.487120267487846
"Sub-Saharan Africa",2046,"Scenario 4","Aspirin",0.474885787508948
"Sub-Saharan Africa",2046,"Scenario 4","No aspirin",0.480591343326029
"Sub-Saharan Africa",2047,"Current care","Aspirin",0.502191495232879
"Sub-Saharan Africa",2047,"Current care","No aspirin",0.502191495232879
"Sub-Saharan Africa",2047,"Scenario 1","Aspirin",0.49453793640727
"Sub-Saharan Africa",2047,"Scenario 1","No aspirin",0.497112894647536
"Sub-Saharan Africa",2047,"Scenario 2","Aspirin",0.485048274770451
"Sub-Saharan Africa",2047,"Scenario 2","No aspirin",0.488789067724306
"Sub-Saharan Africa",2047,"Scenario 3","Aspirin",0.476152799757533
"Sub-Saharan Africa",2047,"Scenario 3","No aspirin",0.481078911249194
"Sub-Saharan Africa",2047,"Scenario 4","Aspirin",0.468198530261565
"Sub-Saharan Africa",2047,"Scenario 4","No aspirin",0.474201659252517
"Sub-Saharan Africa",2048,"Current care","Aspirin",0.49734853565535
"Sub-Saharan Africa",2048,"Current care","No aspirin",0.49734853565535
"Sub-Saharan Africa",2048,"Scenario 1","Aspirin",0.489814100927722
"Sub-Saharan Africa",2048,"Scenario 1","No aspirin",0.492445468412551
"Sub-Saharan Africa",2048,"Scenario 2","Aspirin",0.479502817060204
"Sub-Saharan Africa",2048,"Scenario 2","No aspirin",0.483420900912255
"Sub-Saharan Africa",2048,"Scenario 3","Aspirin",0.469930378787983
"Sub-Saharan Africa",2048,"Scenario 3","No aspirin",0.475109809585094
"Sub-Saharan Africa",2048,"Scenario 4","Aspirin",0.46158166725174
"Sub-Saharan Africa",2048,"Scenario 4","No aspirin",0.467882063216748
"Sub-Saharan Africa",2049,"Current care","Aspirin",0.492572072527473
"Sub-Saharan Africa",2049,"Current care","No aspirin",0.492572072527473
"Sub-Saharan Africa",2049,"Scenario 1","Aspirin",0.485173483664946
"Sub-Saharan Africa",2049,"Scenario 1","No aspirin",0.487857167606649
"Sub-Saharan Africa",2049,"Scenario 2","Aspirin",0.474056226191536
"Sub-Saharan Africa",2049,"Scenario 2","No aspirin",0.478148835182855
"Sub-Saharan Africa",2049,"Scenario 3","Aspirin",0.463761461183116
"Sub-Saharan Africa",2049,"Scenario 3","No aspirin",0.469195050019711
"Sub-Saharan Africa",2049,"Scenario 4","Aspirin",0.455017578606793
"Sub-Saharan Africa",2049,"Scenario 4","No aspirin",0.461614761664215
"Sub-Saharan Africa",2050,"Current care","Aspirin",0.487828804740534
"Sub-Saharan Africa",2050,"Current care","No aspirin",0.487828804740534
"Sub-Saharan Africa",2050,"Scenario 1","Aspirin",0.48057701533797
"Sub-Saharan Africa",2050,"Scenario 1","No aspirin",0.483309200460864
"Sub-Saharan Africa",2050,"Scenario 2","Aspirin",0.46867453768414
"Sub-Saharan Africa",2050,"Scenario 2","No aspirin",0.472943642451444
"Sub-Saharan Africa",2050,"Scenario 3","Aspirin",0.457611668769874
"Sub-Saharan Africa",2050,"Scenario 3","No aspirin",0.463299858943435
"Sub-Saharan Africa",2050,"Scenario 4","Aspirin",0.448473268063015
"Sub-Saharan Africa",2050,"Scenario 4","No aspirin",0.455366198135928
